text,label,rate
gia re nhung chat luong tot,POS,5
sp qua te,NEG,1
cam on shop,POS,4
minh dang danh gia thai do phuc vu cua shop nhe,NEG,2
mac len ton da,POS,4
chat luong tam duoc,POS,4
ao dep in tot vai ko tot,POS,4
gui ve la vay so mi binh thuong,NEG,2
thanks shop,POS,4
giao hang rat nhanh,POS,5
cam on shop nhe,POS,4
ao dc,POS,4
cha t de p,POS,4
dong goi san pham rat dep va chac chan,POS,5
mau nau y anh,POS,4
shop con tang doi tat nho xinh nua thanks shop,POS,4
dong goi san pham rat dep va chac chan chat luong san pham tuyet voi toi rat hai long,POS,5
du dat 4 doi 1 luc,NEU,3
shop phuc vu rat tot shop phuc vu rat tot thoi gian giao hang rat nhanh neu co 10 sao cho shop 10 sao luon,POS,5
chat luong san pham tuyet voi mau len siu dep lai thom thom nua chu,POS,5
nhan dc san pham rat hai long,POS,5
dep xuat sac,POS,4
minh rat ung y,POS,5
ao luc nhan khac xa so voi anh mau logo be ti chat ao ko dep nhan tin cho shop ve hang luc nhan ko thay phan hoi lai thieu trach nhiem tom lai la ko co lan 2,NEG,1
mau sac ko dep nhu hinh,NEG,2
shop de thuong se quay lai shop ngay,POS,5
chat dep nhung quan hoi be so voi ao,POS,4
shop phuc rat tot,POS,5
giay nhe va dep,POS,4
chu shop tu van nhiet tinh giao hang nhanh san pham nhu hinh rat dep rat ung y shop con tang kem doi tat nua se gioi thieu va ung ho shop dai dai a,POS,5
san pham rat dep hai long giao hang nhanh gon le 10 diem,POS,5
hop thi hok tang cai nao,NEU,3
mua duoc sale con lai duoc tang tui canvas bbia nua ung ho shop lau dai,POS,5
ma shop nhiet tinh vo cung luonn,POS,5
chat cung duoc dong goi san pham rat dep va chac chan,POS,4
dam hoi nho,POS,4
ao khong dep khac mau trong hinh,NEG,2
ao len vat bau ko nhu anh mau ngan cun con,NEG,2
mau dep lam hang chat luong,POS,5
hang rat dep mang mat shop phuc vu tot cho shop 5 sao,POS,5
tin dc hem giao hang qua nhanh voi gia tien nhu vai thi qua hoi nhe ung ho shop dai dai queo lua queo lua ba con oi,POS,5
thoi gian giao hang rat nhanh shop phuc vu rat tot dong goi san pham rat dep va chac chan,POS,5
shop luu y size cho chinh xac,NEG,2
ao dep dang tien rat ung,POS,5
shop phuc vu rat tot,NEU,3
xauuuuu,NEG,1
vai mac hoi bi ngua,NEU,3
chat luong san pham tuyet voi,POS,5
chat luong san pham tuyet voihang y hinh cam on shop,POS,5
voi gia tien do thi ok,NEU,3
thoi gian giao hang rat nhanh,POS,5
bo chan dep lam luon,POS,5
hang dep co chu de thuong het biet,POS,5
giay ok,POS,4
shop lam viec k chuyen nghiep bao 2 ao trang lai gui ao trang voi ao do,NEG,1
chat luong san pham tuyet voi dong goi san pham chac chan shop phuc vu rat tot rat dang tien thoi gian giao hang rat nhanh,POS,5
va shop ok ngay 1 tieng sau da giao cho nha van chuyen hoi buon mot xiu la ao hoi xu long mot chut chi thua cung nhieu nhung van ung cai bung ghe lam a nghen,NEU,3
san pham rat dep a mua 5 san pham deu day du va e rat thich lan toi e se ung ho shop mong shop cu nhu vay phat huy nhe,POS,5
bi rach 1 teo,NEG,2
ao mong,NEU,3
tuyet uy tin chat luong nhe ba con,POS,5
thoi gian giao hang rat nhanh,POS,5
con duoc them bo 3 chai qua tang,NEU,3
kp chat da giay hoi rong mac du dat size thuong hay di chat luong san pham tam duoc,NEU,3
giao thieu,NEG,1
duong may chac chan ao am mau dep,POS,5
cach 2 km ma ship 5 ngay moi toi,NEU,3
ao dep lam a y hinh luon minh se tiep tuc ung ho,POS,5
ao dep vai day dan mem min ma gia lai qua re,POS,5
thanks shop,NEU,3
ta noi no dep,POS,5
ug ho nha moi nguoi,POS,5
ao giat nuoc dau bi ra mau khong su dung duoc,NEG,1
shop phuc vu rat tot thoi gian giao hang rat nhanh dong goi san pham rat dep va chac chan chat luong san pham tuyet voi,POS,5
mua lan 3,POS,5
chat luong san pham tam duoc,NEU,3
chat luong phu hop voi gia tien,POS,5
dong goi san pham rat dep va chac chan chat luong san pham tuyet voi,POS,5
sai bang mau mat shop nha,NEU,3
chat dk nhung ao qua rong k giong hinh,POS,4
vai dep in dep duong may kheo,POS,5
nhung mua 2 c lai cai day cai mong,NEG,2
ao nho,NEU,3
nhung nhin chung van on,NEU,3
chat luong san pham tuyet voi chat luong san pham tuyet voi chat luong san pham tot,POS,5
shop giao sai mau dat trang giao do,NEG,2
cup nhin to hon bt nhung khi mac len thi om vua dep,POS,4
ok day la lan 2 mua sp,POS,4
duong chi k dc dep nhung san pham dep,POS,4
thoi gian giao hang rat nhanh,POS,5
ngan va mong,NEG,1
ao dep chat vai mat voi minh thi them 1 ao lot trong nua mac se tu tin hon,POS,4
shop phuc vu rat tot rat vui vi mua duoc san pham tot,POS,5
chat luong san pham tuyet voi shop co phan hoi giao hang nhanh,POS,5
sp tot gia hat de be rat thich tuy nhien hoi nong khi diu vao mua he,POS,4
tam chap nhan tuy khong giong hinh la may,NEU,3
lan dau minh mua quan ao qua mang ma ung y,POS,5
hang ung y d,POS,4
balo qua mong,NEU,3
mong shop kiem tra ki truoc kho dong hang,NEU,3
dong goi san pham rat dep va chac chan shop phuc vu rat tot nhung ao hoi nho,NEU,3
chat luong san pham tren ca tuyet voi,POS,5
san pham dep tot,POS,5
shop ban hang tot,POS,5
chu shop nhiet tinh lm,POS,5
tot,POS,5
dep nha moi nguoi,POS,5
chat luong san pham tuyet voi chat luong san pham tuyet voi chat luong san pham tuyet voi shop phuc vu rat tot shop phuc vu rat tot shop phuc vu rat tot,POS,5
cac ban cu chon dung size cua minh,POS,4
mau ao qua dam,NEU,3
chi chu shop cung tan tinh lam,POS,5
dong goi san pham chac chan,POS,5
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan rat dang tien shop phuc vu rat tot,POS,5
shop giao nham mau khong thi cung rat ung roi,POS,4
nhung dang dep,POS,4
vai binh thuong,NEG,2
ao qua dep va vua y se ug ho shop nua,POS,5
ao giong hinh nhung hoi rong 1 chut phai di sua chat luong san pham tuyet voi dong goi san pham rat dep va chac chan,POS,5
ma u o ngoa i la ma u cam chu ko pha i do nhu tren hi nh,POS,5
ao dep lam chat luong tuyet voi,POS,5
ao len mem dep nhung ra mau kinh lam,NEG,2
dong goi san pham rat dep va chac chan 3 4 lop lun,POS,5
cho 4 sao,POS,4
hang y hinh,POS,5
minh thanh toan tien cho shop nay,NEU,3
hang k dc rong nhu trong hinh,NEG,2
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan,POS,5
yeu qua,POS,4
hop ngan vai dep,POS,5
k giao mau dung nhu minh dat,NEG,1
hang kem chat luong dong goi san pham rat kem,NEG,1
dung duoc,POS,4
hang y hinh chieu dai hop li vai day dan,POS,5
thoi cu ng cho 5 vi may la ba n mi nh ma c cu ng vu a,POS,5
ao size to qua khong mac duoc,NEG,1
dong goi san pham rat dep va chac chan,POS,5
thoi gian giao hang rat nhanh thoi gian giao hang rat nhanh shop phuc vu rat tot,POS,5
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop oi ao dep lam hang ok moi dac them 4 cai nua,POS,5
san pham tot,POS,5
mk rat thik sp ben shop,POS,5
tui thi ok,POS,4
so voi gia tien thi ung y hon nhieu,POS,5
trong rat de thuong y hinh luon,POS,5
cong tai nghe 3 5 dang trc cam k nhan mac du da cam dung day vo main,NEG,1
hang dep y hinh giao hang nhanh chat luong san pham tuyet voi dong goi san pham rat dep va chac chan,POS,5
nhan duoc roi nhung co cho xuoc,NEU,3
mong nang co nhung sp ung y ntn hon nua de m con dat them ung lam,POS,5
ao dep mau nhu anh minh rat ung,POS,5
con lai gia qua re nen chat luong phu hop gia tien hop ly,POS,4
mau vang hoi sang,POS,4
packing tot mau nau nay kha dep chat luong tuong ung voi gia tien co lot bong nhung dc goi la day dan thi chua phai nhung van cam on shop,POS,5
da thanh toan nhung chua nhan hang,POS,4
khong dung size,NEG,1
thieu hang co 19 chai,NEU,3
chat luong san pham tam duoc,POS,4
va mui cuc ki nong ko thom ti nao ca,NEG,1
chat len rat xau khong nhu mong doi,NEG,1
xem dc tay cam game cung dc,NEU,3
shop phuc vu rat tot,POS,5
dien thoai minh cui bap nen ko tien chup anh chia se vi so lam xau sp,POS,5
hang wa do,NEG,1
vai dep day dan chu theu can than ro net form ao rong,POS,5
chat luo ng nhu hinh nhung m mua mau xanh lai giao mau vang nen tru 1 sao,POS,5
chat vai va thun no mat ruoi a tem mac cua thai het e cam on shop nhieu se ung ho shop dai dai,POS,5
giao hang nhanh,POS,4
quan dep vai day thich hop cho may ban chan thon nho vai rat day,POS,5
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan,POS,4
gia qua re so vs chat luong,POS,5
chat luong san pham tuyet voi thoi gian giao hang nhanh,POS,5
mac ngua ngay kho chiu nhu bi kien bo,NEG,1
quan hoi mong a,NEU,3
san pham tot y hinh,POS,5
chat luong san pham tuyet voi dong goi san pham rat dep va chac chanrat hai long,POS,5
duong may kem de sut chi,NEG,2
giao hang ko dat nt ko them tra loi luc minh dat thi nhiet tinh lam den luc hang kem thi ko them tl it nhat cung phai xin loi khach hang chu,NEG,1
shop lam viec thieu trach nhiem,NEG,1
ao dep tuyet voi luon con tang them do buoc toc nua,POS,5
tay ao hoi ngan kh giong hinh lam,NEU,3
chat tam duoc nhung luoi k giong nhu hinh ve mac ho ca nguc,NEG,1
shop goi hang kh can than,NEG,1
vai do cung ko mem voi ca dang ao ko dep,NEG,2
vai dep kieu dang dep nhung minh mua 1 cai sezi l va 1 cai size m nhung giao giong nhau dieu size l het,NEU,3
thoi gian giao hang rat nhanh nhung hop bot sua bi roi lac ca ra ngoai tui nilon boc,NEU,3
thoi gian giao hang rat nhanh,POS,5
giao hang nhanh,POS,5
ao vai dep mac cuc thich luon 3,POS,5
san pham dep,POS,4
vong sieu sieu xinh luon a rat dang tien,POS,5
cam on shop giao hang nhanh nua,POS,4
tuyet voi dang dong tien chu shop rat tu te dich vu tot se ung ho tiep,POS,5
chat luong san pham tuyet voi,POS,5
san pham xau lam ko mac dc s ma rong phai cho nguoi kg moi vua,NEG,1
chat luong san pham tuyet voi minh cao 1 m67 quan bi ngan,POS,4
hang dep moi chat lieu vai kem noi chung be thich la ok roi,NEG,2
dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien thoi gian giao hang rat nhanh nhung hnay moi mang thu dau chan qua de cung ngat ah,NEU,3
chat luong san pham tuyet voi vai dep mat,POS,5
mac du shop da goi rat ky tuy nhien hop van mop meo rat nhieu,POS,4
ao dong hinh,NEU,3
san pham dep,POS,5
vai mem mat,POS,4
mieng giay dang sau hoi kho lot,NEU,3
hang ok moi toi cai vo mau huong qua,POS,5
chat luong san pham tuyet voi,POS,5
sp k co van de nhung shipper cua shopee tho lo voi kh qua mong se k gap nhung shipper nv de con mua hang tren shopee,NEU,3
phai di bop lai moi vua,NEG,2
chat luong san pham rat kem,NEG,1
vai hoi mong nhung ok,POS,4
hang dep tuyet voi shop tu van nhiet tinh de thuong ung ho shop dai dai ah thoi gian giao hang rat nhanh,POS,5
shop lam an qua te,NEG,1
con dc tang qua,POS,5
san pham thi ok,POS,4
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan rat dang tien shop phuc vu rat t ao mac dep lam a mau den hay mau trang cung rat ung ung ho dai dai,POS,5
rat ung y,POS,5
mau ko giong anh chat luong san pham tam duoc,NEG,2
ao rach quan thieu chi tiet dong goi san pham rat dep va chac chan,NEU,3
shop phuc vu kem giao hang k dung hinh,NEG,1
xau tham te tham te va ko dang bang day tien m,NEG,1
hop bep nhep nhung do nha van chuyen nen kh trach shop nhe,NEU,3
chat luong san pham rat kem shop phuc vu rat kem rat khong dang tien,NEG,1
chat vai khong duoc dep nhu nhung mau ao da tung mua cua shop truoc day,NEG,2
hoi nho so vs tuong tuong,POS,4
rat dang tien,POS,5
ai danh gia 5 sao deu la nguoi cua shop a,NEG,1
hang dep lam,POS,5
rat dang tien,POS,5
ao giong hinh mac dep,POS,4
cam on shop nhe,POS,5
chat luong san pham rat kem nhu gie lau nha lua gat ko giong hinh,NEG,1
shop phuc vu rat tot rat dang tien dong goi san pham rat dep va chac chan thoi gian giao hoi cham nhung cung ok roi cam on shop,POS,5
chac e dang ky si luon qua,POS,5
nua thang co hang,NEG,1
san pham dep nhu hinh,POS,5
shop phuc vu rat tot,POS,5
chat ok nhung quan rong qua khong giong hinh,POS,4
sp kem ra mau,NEG,1
ao len co ve nhanh dao hang y hinh,NEU,3
dat 3 san pham,POS,5
giay ve nguyen hop,POS,5
thoi gian giao hang rat nhanh,POS,5
chat luong san pham tuyet voi,POS,5
shop chuyen hang rat nhanh san pham da dang tuy gia re nhung chat luong rat tot,POS,5
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien thoi gian giao hang rat nhanh ngan cho shop luon,POS,5
cha t va i ta m o n,POS,5
dep re,POS,5
chu shop de thuong tu van nhiet tinh,POS,5
hai long ve sp nhe thanks shop,POS,5
cuoi cung sp dep nhu hinh,POS,4
shop phuc vu tot rat nhiet tinh,POS,5
ao chat cottong cong da,POS,5
cam on shop,POS,5
minh thay ung nhung ma no k phai chat vai tron nhu anh ma hay bi gap nep va de nhan,NEU,3
sai lam khi mua quan ao tren shoppi nhu re rach,NEG,1
san pham nhin binh thuong hoi that vong vi nhin trong anh rat lung linh,NEU,3
buon ban khong uy tin,NEG,1
noi chung la ok voi san pham,POS,5
hang dep vai tot rat la hai lon,POS,5
de bam do giat thi kho ra,NEG,1
dep dung mo ta se ung ho shop,POS,5
vai dep giao hang nhanh nhung ao,NEU,3
vai mong,NEU,3
shop phuc vu rat tot,POS,4
thoi gian giao hang nhanh shop rat nhiet tinh,POS,5
ao dep so voi gia tien,POS,4
mang thoai mai,POS,4
shop de thuong,POS,5
chat nong cung,NEG,1
dong goi san pham rat dep va chac chan chuan bi hang nhanh chua mac thu nhung ma so thay vai mem nen tang 5 sao,POS,5
chat luong san pham tuyet voi,POS,5
chat luong san pham tuyet voi vai day dan cuc dep luon so voi gia tien,POS,5
ao i hinh vai hoi mong,NEG,2
dong goi dep chac chan,POS,5
qua rong ko mac vua duong may kem dung la deal 9 k,NEG,1
ao dep day dan,POS,4
shop phuc vu rat tot thoi gian giao hang rat nhanh dam mac de p,POS,5
chat luong san pham tuyet voi nhung lam i ch ngo t lai mot chuc la ok,POS,4
giay dep lam a 3 shop phuc vu rat tot rat dang tien,POS,5
size rat ok mau giong hinh tuy nhien co hoi khac voi hinh nguoi mau mang mot chut la o chinh giua vai mat de chiu tre trung,NEU,3
hang nhan khong giong hinh,NEG,1
k nen mua lon hon 1 size,POS,4
ao chat ngan trong khi minh la nguoi gay,NEG,1
hang dep nhung ma to qua e van chua mac vua,NEU,3
loi xuoc ong kinh,NEG,2
con san pham minh chua mo ra nen se danh gia sau,POS,5
dong goi san pham rat dep va chac chan,POS,5
quan dep re,POS,5
shop phuc vu rat tot,POS,5
san pham dep vua voi tien phoi voi do nao cung dep suat sac,POS,5
vai dep vua size,POS,4
shop phuc vu rat tot shop phuc vu rat tot shop phuc vu rat tot,POS,5
shop giao hang ao bi loi nhung nhan tin hoi doi thi k thay tra loi,NEG,1
vai k dep,NEG,1
ta rat mong ko du tham,NEG,1
vai dep,POS,5
tot giup de dang lay be ko so dau be rat hop tac,POS,4
chat luong san pham tuyet voi shop phuc vu rat tot,POS,5
hang ok phu hop gia tien,POS,5
dong goi ki luong qua tang khuyen mai rat em,POS,5
shop phuc vu rat tot,POS,5
ao k giong hinh giao sai mau,NEG,2
hang ban cu rach,NEG,1
chat luong san pham tuyet voi,POS,5
nhan vien giao hang rat nhiet tinh,POS,5
hat con nguyen vo nen boc ra an rat ngon chi hoi cuc ti dac biet voi nhung hat nho,POS,4
khong biet shop co san hang hay k nhung thoi gian shop giao hang cho vdon rat lau,NEG,1
ao dep nhung hoi nhan xiu chac giat se het hinh theu dep,POS,4
gjao hang ko dung mau dat,NEG,1
rat dang tien,POS,5
quan rat xinh se ung ho shop dai dai,POS,5
thoi gian giao hang qua nhanh shop phuc vu rat tot,POS,5
da mua 2 lan gia ok hang dep,POS,5
chat luong van dep lam,POS,5
sieu xinh luon,POS,4
gia ca phai chang,POS,5
dong goi san pham rat dep va chac chan,POS,5
hang rat dep buon cai la giao hang qua cham,POS,4
ung lam ah,POS,4
gia ca hop ly,POS,5
chat luong san pham kem khong dang tie,NEG,1
minh1m58mac m hoi bi ngan,NEU,3
chat luong san pham tot shop phuc vu kha tot dang dong tien thoi gian giao hang nhanh,POS,5
chat luong tam duoc so voi gia 2 mieng mut mem mong ko giu dc dang nguc khi mac,NEU,3
do ng go i de p chat luong san pham tuyet voi,POS,5
ao dep y hinh cam on shop shop vo cung de thuong luon,POS,5
co hoi mong so vs anh nhung dep,POS,4
shop phuc vu tot doi tra nhanh chong,POS,5
quan dep,POS,4
dat quan jean sz m gui 1 bo do den lam de lau cung ko xung dung la lua dao,NEG,1
chat luong san pham tuyet voi,POS,5
dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien chat luong san pham tuyet voi ao dep,POS,5
shop nhiet tinh,POS,5
ko ph no,NEG,1
giao hang nhanh ko tuong,POS,5
makeup thoi gian ngan thi ok,NEG,2
vi tin tuong la shopee mall nen da thanh toan truoc bang the khi nhan hang ngay cung da xac nhan ngay den khi khui hang sau do thi that vong qua ve shop a,NEG,1
mac bi dam nguoi hoi ngua i soi len bam vao quan den cung ban lam,NEG,1
mau sieu xinh,POS,5
jump nay minh nho con nen mac hoi rong 42 kg,NEG,2
ao dep chat xin mac cuc mat,POS,5
shop tu van nhiet tinh va co tam,POS,5
ao dep,POS,4
shop rat co tam a,POS,4
cam on shop,POS,5
mua quan ngo,NEU,3
mong shop chu y,NEU,3
day dan ao qa ngan k dan dc het vo lo,NEG,2
case dep,POS,5
shop tu van tot ao dep day nen co ve chat lieu khong duoc mat lam,POS,4
hang bi vo khong su dung duoc,NEG,1
k y anh,NEG,1
chat luong san pham tuyet voi dep tuyet voi,POS,5
thanks shop,POS,5
ao cuc dep,POS,5
chat luong san pham tuyet voi dong goi san pham rat dep va chacchan ok ung ho shop,POS,5
minh dat 3 vi shop deu giao dung mau da vi day va hau nhu khong co hu hai gi,POS,5
xung dang gia tien,POS,4
ao chat hoi tho mong k min,NEG,2
shop tu van nhiet tinh,POS,5
monh shop co the tra loi phan hoi nhanh hon la dc,NEG,2
shop ban hang qua de thuong mua hang con co qua tang nua se ung ho shop tiep,POS,5
hang i hinh chat dep,POS,5
nhung minh nghi co nguc mac dep hon,POS,4
chat luong hop voi gia tien co cai bi rach,NEU,3
sai mau bo nay roi shop,NEG,2
ao y hinh,POS,5
dong goi san pham rat dep va chac chan,POS,5
tuyet voi 3 uy tin chat luong hang dau,POS,5
ban quan rach ma cung ban dc danh,NEG,1
ao qua dep luon nha shop,POS,5
minh du dinh dat hang buom chu y theo hinh so 1 nhung shop gui buom chu x chac do minh nham nhung cung ko co gi complain chat luong san pham tuyet voi day ao nguc mac rat chac chan co mut nang,POS,5
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan sp dep se con ung ho,POS,5
a o o pha n na ch hoi cha t ma c khong duo c thoa i ma i la m,NEU,3
ao chat tho rap,NEG,1
chat cung on,NEU,3
mac vua y rat dep,POS,5
tuy nhien shop k support du online thuong xuyen,NEG,1
se ung ho shop nhieu hon,POS,5
nen dat di nha ba kon tai tui dat 2 lan 2 cai qua troi dep,POS,5
van danh tang cho shop 5 sao,POS,5
giao thieu hang keu tra lai tien ma khong thay,NEG,1
lam an gi ki vay shopee,NEG,1
chat luong san pham tot,POS,5
dong goi san pham rat dep va chac chan rat dang tien thoi gian giao hang rat nhanh rat dang tien,POS,5
tiec qua,NEU,3
chat luong san pham tuyet voi,POS,5
dat 6 c size xxl thi lai giao 5 c size xl 1 c size xxl,NEG,1
dong goi san pham rat dep va chac chan thoi gian giao hang rat nhanh,POS,5
chat luong san pham tuyet voi,POS,5
hang may ki so voi gia tien thi san pham tot hon nhieu khong che vao dau duoc,POS,5
chat luong san pham rat kem khong giong hinh,NEG,1
qua ung so voi gia,POS,5
freesize nhung kha be minh m52 43 kg mac vua in day dan voi gia ay thi ok,POS,4
theo minh thi hang giong hinh 99,POS,4
ok nha,NEU,3
khan mong nhe,POS,4
qua rong nhu cai men ay,NEG,1
tam duoc so coi gia tien,NEU,3
xinh lam y a,POS,4
dep,POS,5
nhung van 5 sao,POS,5
tui dep,POS,4
se ung ho shop dai dai,POS,5
dong goi san pham rat dep va chac chan,POS,5
tim het cai ao cung k thay cho nao ghi size,NEG,2
chat luong san pham tuyet voi,POS,4
mau dam hon so vs anh nhung chat vai rat mat mem nhe dong goi san pham rat dep va chac chan thoi gian giao hang rat rat nhanh,POS,5
san pham tam,NEU,3
dep hon mong doi giao hang cuc nhanh se ung ho shop tiep tuc a minh thay co vai ban cmt so dan ao rieng ao len thi minh giat tay roi phoi ngang theo chieu ao dung phoi giong cac ao minh phoi thong thuong thi ao len se k bi gian minh mac may lan roi ma ao form van dep a,POS,5
chat luong ma be ngoai nhin k giong trong hinh,NEG,1
nhan hang rat oki chat vai cung min khong tho,POS,4
thich nhat cach phuc vu cua shop,POS,4
cam on shop nha,POS,5
thoi gian giao hang nhanh dang dong tien,POS,4
qua mong khong giong hinh,NEG,1
hang on so voi gia,NEU,3
sp ok,POS,5
dep va chat nua,POS,5
mau danh len rat dep,POS,5
rat hai long,POS,5
lan dau mua hang shoppe ma ung y chat vai va gia tien den vay tru khoang giao hang hoi cham nhung ma quan dep nen ko thanh van de hihi,POS,5
chat luong san pham tam duoc,NEG,2
ao nay xinh lam luon nhung form hoi nho,POS,4
ao mong da vay con co 2 cho ban,NEG,1
shop phuc vu rat nhiet tinh,POS,5
may bi dinh vat duoi,NEG,2
hang dep gia dep,POS,5
da nt yeu cau shop gui som vi co viec can nhung shop k tl,NEG,1
moi dat them bo nua,POS,5
sp tam duoc phu hop voi gia tien,NEU,3
chat luong san pham tuyet voi,POS,5
day la lan t2 mua o shop rui mac du rat dong khach nhung chi chu van rep tn nhanh va tu van nhiet tinh nua,POS,5
duoc tang 1 ao cam ob shop a,POS,5
dam dep vai day dan tuy nhien hoi ken dang va quan mieng vai hoi met,POS,4
san phan rat ung ye nhe,POS,5
ao cuc mat vai min,POS,5
tuyet voi,POS,5
rat tiet kiem cat,POS,5
chat luong san pham tuyet voi tgian giao hang hoi cham,NEU,3
cam on shop,POS,5
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan chat luong san pham tuyet voi dong goi san pham rat dep va chac chan dong goi san pham rat dep va chac chan shop phuc vu rat tot shop phuc vu rat tot shop phuc vu rat tot,POS,5
cam on shop nhieu nhieu na _ chuc shop luon buon may ban dat nha,POS,5
dang tien,POS,5
dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien thoi gian giao hang rat nhanh nen mua a se ung ho shop,POS,5
giay dep giao hang nhanh thay mn bao size rong hon bt nen dat 37 di lai hoi chat hi vong di lau no dan ra,POS,4
thank shop,POS,5
nghi sao dat hang voi trang giao 2 cai mau vang bo tay,NEG,1
sp dep rat vua long 3,POS,5
mau khong giong vs hinh,NEU,3
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien thoi gian giao hang rat nhanh,POS,5
minh se ung ho them,POS,5
mua lan 2 nhung dat 1 cai shop gui 1 cai khac,NEG,1
chat vai dep phu hop voi gia tien,POS,5
tui hoi nho so voi mong doi,NEG,2
shop nhiet tinh va chu dao co dip chac chan se ung ho tiep,POS,5
vay dep nhung shop tu van nham size,NEU,3
ao rat dep chat luong san pham tuyet voi rat dang tien,POS,5
chat vai day dan khong nhan chat vai dep hon hinh luon,POS,5
dong goi san pham rat dep va chac chan,POS,5
sz s rong hon sz m kia shop ah,NEG,2
cho shop 5 sao,POS,5
ao dep chat luong san pham tuyet voi,POS,5
ao nhu hinh,NEG,1
shop phuc vu rat tot chat lieu day dan chuan mau,POS,5
order size s ship m,NEG,1
dep hon gia tien phai bo ra nhung rong qua huhu,POS,4
m n dung mua o shop nay nua,NEG,1
nhung vay rat dep y hinh,POS,4
chat vai kem,NEG,1
ao rat dep luon,POS,5
giay dep nhung khong dung size cho 3 sao,NEU,3
chat luong san pham tuyet voi,POS,4
chat cung ok,POS,4
chat luong san pham ok gia re,POS,5
day deo tren dau ko chac bi dut cho de dien thoai ko chac chan,NEG,1
chuan chat kate thai mem min mat nhe thoai mai ko nhan neu co nhan nhe mac vao chut la het,POS,5
thoi gian giao hang rat nhanh,POS,4
thoi gian giao hang nhanh hang chat luong ok,POS,5
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan,POS,5
ao thi duoc nhung shop lam an cau tha k doc tin nhan khach bao dat 2 ao khac mau dem ssi giao cung mau thi cung quy,NEG,2
hang k giong hinh lam,NEG,2
khu mui tot,POS,5
vai mong duong chi may giong hang cho,NEG,2
qua dep shop a,POS,5
ngon bo re co that,POS,5
2 lai ao may khong deu,NEG,2
chat luong san pham tot nhung giao hang cham,NEU,3
thank shop,POS,5
ao mem vai min lam 3 dong goi cung dep va chac chan nua co co hoi se ung ho shop nhieu hon a 3,POS,5
ao vai dep,POS,5
giay dep ne day du giao hang nhanh,POS,5
cuc ki hai long voi gia tien va chat luong gia re bat ngo nhung da check chuan hang auth 100,POS,5
kho ga an ngon do,POS,5
chu shop vui tinh zt,POS,5
shop ban sim lua dao in giay dang ki lam theo cu phap dk goi vd89p mat 89 k cuoi cung dang ki cho so dt khac la sao lam an gi ki cuc vay,NEG,1
mau khong giong voi hinh chat luong san pham tam duoc,NEU,3
giay day cung cap,POS,5
vua gia tien rat de thuong va ung y,POS,5
chat vai min nhung mac nong vi kg co cotton chat luong tuong duong gia tien,NEG,2
chi 1 bo vua 2 bo rong,NEU,3
quan rong rai thoai mai,POS,4
lai mat cong dem di giat,NEG,1
dai qua ron chut xiu,NEU,3
size nho mac ko vua,NEG,2
cham san pham 8 5 10 ta i rat kho lay duo c diem 10 cu a mi nh thoi,POS,5
ao dep chat thun dep duong may cung dep,POS,5
dep gia tot,POS,5
sp tam duoc thoi gian giao hang rat nhanh,NEG,2
chat luong san pham tuyet voi goi em lam vai ben ngoai so muot tay luon ngoai mong doi,POS,5
mua online nhung nhan duoc hang y hinh minh va ny mang deu dep va vua y nhu la di thu vay do dam nu mang len rat sang vai dep mem min mang len chuan form nua cam on shop nhieu va se ung ho shop dai lau,POS,5
rat hop voi da minh,POS,5
toi rat that vong khi tin tuong shop,NEG,1
mac tam chup anh thi chap nhan,NEG,2
mua 3 giao nham 2 tru diem shop,NEG,2
gia ca qua mem so voi chat luong a,POS,4
chat luong san pham tuyet voi,POS,5
shop phuc vu rat tot,POS,5
chat luong trung binh,NEU,3
san pham rat ung y shop phuc vu rat nhiet tinh,POS,5
vay khong duoc phong lam,NEG,2
hang nay het nen dc chi chu inbox tu van tan tinh doi sang mau khac mau do luon phai noi la qua ung a,POS,5
duong chi cung ko chac chan,NEG,2
chat luong san pham tuyet voi,POS,5
chat luong san pham tot dang dong tien thoi gian giao hang nhanh,POS,5
giao thieu hang ro rang bo san pham nhung chi giao moi xit khoang,NEG,1
dong goi san pham rat dep gia ca phu hop,POS,5
rat dang tien,POS,5
shop phuc vu rat tot,POS,4
cha t luo ng ra t bi nh thuo ng khong ha i lo ng ve sp chat luong san pham kem,NEG,1
chat luong san pham tuyet voi,POS,5
ha ng de p da ng mua,POS,5
se con ung ho dai daii,POS,5
chat ok,POS,5
chat luong san pham tuyet voi thoi gian giao hang rat nhanh,POS,5
