text,label,rate
bạn nào mà cân nặng từ 40 k cao 1 m52 trở lên có thể mặc được size m đấy chất lượng rất tốt,NEU,3
vải như áo mưa chất lượng sản phẩm kém,NEG,1
ống tay áo trắng may chật quá,NEU,3
chất lu chất lượng sản phẩm tạm được,NEU,3
áo bị phai màu nhưng so với giá tiền thì ok,POS,4
áo cỡ l form hơi to chắc cỡ m mới vừa,NEU,3
mình chỉ góp ý tí là nếu được shop chịu khó thêm kích cỡ của mấy món vật dụng như nhà chén ăn cho dễ lựa hàng vì hỏi hoài cũng hơi ngại,NEU,3
shop phục vụ rất tốt shop phục vụ rất tốt rất đáng tiền,POS,5
quần đẹp vải êm,POS,4
ai mún xem liên hệ,NEU,3
hàng đẹp,POS,4
màu đẹp vải ổn với tầm giá,NEU,3
màu cam với đỏ thì ổn nhưng xanh thì chất như áo mưa vậy còn có mùi khó chịu nữa hic,NEU,3
shop bán hàng giá hạt dẻ nhưng chất rất ok nên đã quay lại lần 2 tks shop nhé,POS,4
thun len mềm mịn ih hình,NEU,3
sẽ ủg hộ shop,POS,4
mê luôn đấy,POS,5
được,POS,5
sorry shop,NEU,3
tuyệt vời ưng cái màu quá đi,POS,4
đặt hàng 2 ngày ko thấy giao,NEU,3
ko đáng nhưng phải nói,NEU,3
sản phẩm rất tuyệt,POS,5
treo đầu dê bán thịt chó,NEG,1
áo bra chất xốp ko ôm ko cứng cáp ko p do size mà kiểu áo nó bửa ra thế,NEU,3
áo xink lắm shop ơi vải cực kì dày dặn sẽ ủng hộ sh dài dài,POS,5
quần đùi thô hoa nhí hơi chật với cứng,NEG,2
rẻ thế này mà áo đc y hình,NEU,3
nói chung từ khâu shop đến vận chuyển đều rất ok,POS,4
chất lượng sản phẩm tuyệt vời,POS,5
không có mùi mấy,NEU,3
áo vải nỉ đẹp nhưng hơi ngắn,POS,4
áo quá mỏng ngắn cổ to không rộng như hình màu bị lem ra kẻ trắng không như mong đợi,NEG,1
ao nho ma ngan lam nhan tin cho shop shop không tra loi,NEU,3
sẽ giới thiệu shop với bạn bè,NEU,3
túi đẹp lắm luôn,POS,5
vải ok,POS,5
chưa sử dụng nên chưa có cảm nhận về sp,NEU,3
giao nhầm mẫu ib k tl,NEG,2
quá tốt,POS,5
vải dày dặn nhưng k mịn lắm hơi xù,NEU,3
màu ko như hình mình đặt màu cam nhưng nhận được là màu đỏ gụ mẫu sản phẩm không như mô tả đường máy sơ sài nhiều chỉ thừa thực rất không hài lòng,NEG,1
vải đẹp tốt mà giá cũng mềm nữa,POS,4
so với giá thì chất lượng quá tuyệt,POS,5
mình sẽ tiếp tục ủng hộ,NEU,3
ưng ý 100,POS,5
tai bóp còn cứn,NEG,2
thiếu phần cúc luôn,NEG,2
túi zip bị hư nên k kéo bao lại đc,NEG,2
đóng gói sản phẩm cũng đẹp nữa,POS,4
chất lượng sản phẩm tuyệt vời bị rò dầu ra ngoài nk thôi ko sao,POS,4
hàng đẹp lắm nèk,POS,4
giao hàng cũng rất nhanh,POS,4
shop phục vụ rất tốt giao hàng nhanh,POS,5
túi đẹp lắm ạ ko mua tiếc lắm mọi người ơi 5 sao,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời rất đáng tiền thời gian giao hàng rất nhanh,POS,4
nhưng k sao,POS,4
gửi trả thì shop không chịu phí phí quá đắt nên không gửi lại nữa,NEG,1
sp do wua,NEG,1
giao hang nhanh dong goi ki rat hai long chất lượng sản phẩm tuyệt vời,POS,5
màu đúng hình kiểu ok,NEU,3
thời gian giao hàng nhanh,POS,5
shop phục vụ rất tốt rất đáng tiền,POS,5
chất lượng ok mặc rất mát chủ shop nhiệt tình mk sẽ ủng hộ dài dài,POS,4
thời gian giao hàng rất nhanh,POS,5
nhưng ship hàng quá lâu,NEU,3
thời gian giao hàng chậm thời gian giao hàng chậm,NEU,3
quần giá ok mặc cũng rất thích,POS,4
áo rất đẹp 3,POS,5
vừa đẹp vừa rẻ nhất shopee ưng ưng,POS,5
chán quá,NEU,3
đóng gói sản phẩm rất đẹp và chắc chắn,POS,4
đã mua 2 lần rất ưng shop phục vụ rất tốt thời gian giao hàng rất nhanh,POS,5
không như mong đợi,NEG,2
cảm ơn shop nha bán hàng cực có tâm luôn shop còn hoàn lại tiền cho mình do đơn hàng có 1 sp shop hết hàng,POS,4
shop phục vụ rất tốt rất giống với ảnh nhé,POS,4
áo đẹp qá,POS,5
vải nhanh xù lông,NEG,2
vải mỏng còn lại ok,POS,4
sẽ tiếp tục ủng hộ,POS,5
chất dầy dặn,POS,5
giá cả phù hợp với sản phẩm,POS,5
hag đep thời gian giao hag nhah mih rất ưg ý,POS,5
cam on shop m tiep tuc ung ho,POS,5
k giống hình áo thì mong chất vải thì xấu phí tiền,NEG,1
áo đẹp lắm giống hình rất ưng ý nhé,POS,5
xinh lắm ạ 3 nhất là set hạc,POS,5
v1 85 mình order sz38,NEU,3
thời gian giao hàng rất nhanh dk,POS,5
còn ủng hộ shop dài,POS,5
shop giao thiếu bút này,NEU,3
chất lượng sản phẩm được nhưng chất vải hơi cứng,NEU,3
cho dù hộp hơi móp nhưng quan trọng là chất lượng giày ok ace,POS,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn mẫu hơi khác so với hình,POS,4
giao hàng rất nhanh chất lượng ổn,POS,4
sẽ ủng hộ shop,POS,4
áo bra hơi mỏng như có vẻ mát và tốt,POS,4
chất lượng tạm ổn nhưng đặt cay vừa thì gửi cho loại cay quá,POS,4
em rất thích,POS,5
vải bi đổ long,NEG,2
thời gian giao hàng rất nhanh,POS,5
dáng áo và chất lượng rất đẹp chủ shop nhiệt tình đóng gói cũng đẹp luôn ạ nếu có 10 em cũng tặng 10 ạ,POS,5
rất đẹp mình hay đi chụp ảnh mẫu kiếm áo lưới đẹp mua 4 cái của chị mây quá rẻ mà chất lượng rất tốt form chuẩn đẹp lắm,POS,5
đóng gói sp cân thân,POS,4
chất lượng sản phẩm tuyệt vời com bi vun qua k dc nguyen,NEU,3
do mình kiểm tra không kỹ và giá trị không nhiều nên thôi không trả lại hàng,NEU,3
mình đk mua 2 sim,POS,4
nên mặc lên không cứng form,NEG,2
mút quá mỏng,NEG,2
không giống với hình cho lắm giày đẹp,NEU,3
chất lượng hàng tốt,POS,4
châ t liê u sa n phâ m cu ng kha,POS,4
chất lượng sản phẩm đúng như yêu cầu,POS,4
quần đẹp lắm ạ,POS,5
bỉm sờ thấy bị vón cục mặt bỉm bên trong bị phai màu,NEG,2
lan sau rut kinh nghiem,NEU,3
hình to không giống ảnh minh họa,NEG,2
vải có vẻ không thấm mồ hôi lắm chỗ vạt áo vạch lên cho bé bú hơi nông,NEG,2
thất vọng,NEG,1
mặc trời mùa đông chết rét,NEG,1
lần sau em sẽ mua,POS,4
chất lượng sản phẩm tuyệt vời,POS,5
ăn râ t ngon va gio n giao ha ng râ t nhanh đo ng go i chă c chă n va câ n thâ n,POS,5
chất lượng sản phẩm tuyệt vời ok,POS,5
chất lượng ổn so với giá tiền,POS,4
ko nhăn,POS,4
nhưng chất vải hơi nóng,NEU,3
chất quá xấu,NEG,1
đẹp mà còn rẻ nữa,POS,5
đẹp chất lượng sản phẩm tuyệt vời,POS,5
shop phục vụ rất tốt thời gian giao hàng rất nhanh,POS,5
bộ đùi mặc rất thích đẹp thoảng mái ko nóng,POS,4
giao nhanh,POS,4
hàng khá thất vọng chất lượng sản phẩm tạm được,NEG,2
minh phin rui ma sao roi van nhiều,NEU,3
trên hình thấy form rộng lắm mà sao áo nhân được nó nhỏ xíu cỡ size m,NEG,2
hàng đúng như hình rất ok,POS,4
đóng gói sản phẩm tạm được chất lượng sản phẩm tạm được bị trầy và hơi dơ,POS,4
chân váy co giãn cực tốt,POS,4
áo cũng đẹp hợp vs người mập2 chút,POS,4
khá tốt,POS,4
đóng gói chưa dc ok giao về đến nơi bị móp may ko vỡ kính,NEG,2
mình rất thích cách bán hàng của các bạn trong nam,POS,4
giao hang nhanh chóng 5,POS,5
nhưng bạn nào mà mập mập trên 52 kg thì mình nghĩ là sẽ hơi trật,NEU,3
vote 10,POS,5
hình với thực tế chênh lệch 1 10 hình thình lòng lanh ngoài thì như giẽ rách,NEG,1
mình chọn màu da shop giao màu đen,NEG,1
size bé tí,NEG,2
dây hơi cứng,NEG,2
son mịn mềm môi chỉ tiếc là lên màu không phải màu mình thích vì nghiêng về hồng nhiều hơn,POS,4
đóng gói chưa đc đẹp,NEU,3
vãi mõng mà rộng như cái mùng vậy,NEG,2
son màu chuẩn giống hình,POS,5
chất lượng sản phẩm tạm được,NEU,3
chat luing bt,NEU,3
không hài lòng với sp,NEG,2
sản phẩm là nan 1 <num> g mà sao khi ktra mã vạch lại ra loại <num> g ạ,NEG,2
chất lượng sản phẩm tuyệt vời,POS,5
vừa in luôn mà vải thích lắm ạ gương hơi bẩn,POS,4
nói chung ưng vẫn đag đặt thêm trong đợt sale,POS,5
thời gian giao hàng nhanh,NEU,3
đồ hợp với giá tiền,POS,4
chất lượng tuyệt vời,POS,5
sản phẩm đẹp như hình vải hơi mỏng nên chắc sẽ thoáng mát,NEU,3
chất lượng sản phẩm tuyệt vời đẹp xuất sắc,POS,5
vải cũng ổn ạ,POS,4
quần không giống hình mẫu,NEU,3
mỗi tội gia hàng hơi lâu,NEG,2
sản phẩm này hình như có liên kết với bên sữa mornaga thì phải mình thấy có logo sữa song song với calbee,NEG,2
chất lượng sản phẩm tuyệt vời rất đáng tiền đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
chắc phải đem sửa,NEU,3
chất lượng sản phẩm tuyệt vời váy đẹp so với giá nếu chất cát mịn sẽ đẹp hơn nữa nhưng chất ấy chắc k có giá này,POS,5
áo đẹp fom rộng,POS,5
sục ko đúng với hình đăng chất lượng da đểu quá tồi,NEG,1
iu quas,POS,4
nc là vs giá tiền là ưng yên tâm mua nhé mn,POS,4
đóng gói cẩn thận lắm nha,POS,5
nói chung là ưng,POS,5
chuẩn hình chất lượng 5 bán hàng rất có tâm,POS,5
nhân viên còn lóng ngóng phải chờ lâu,NEG,2
em rất ưng chất ạ,POS,5
giá cả chấp nhận được,NEU,3
với giá tiền thì áo này cũng phù hợp d,NEU,3
camera cho điện thoại thì k rõ nét tầm ảnh kém,NEG,1
áo dày mịn đẹp ngoài mong đợi shop nhiệt tình sẽ ủng hộ shop shoo mà có áo như vậy cho người fom 65 75 kg thì mua thêm cặp nữa,POS,5
nói chung là shop phục vụ rất tốt thời gian giao hàng rất nhanh lại còn rẻ và đẹp nữa ạ,POS,5
nhưng áo vừa mặc thử đã bật cúc,NEG,2
giao hàng siêu nhanh chất lượng ok tư vấn nhiệt tình nhưng áo giao có một sai xót hi vọng lần sau shop kiểm tra trc khj giao kỹ hơn,NEU,3
chất lượng sản phẩm tuyệt vời đóng gói sơ sài,POS,4
nhưng với số tiền ý thì cũng ko dám mong đợi gì quá nhiều,NEU,3
chất lượng sản phẩm tuyệt vời,POS,5
đợi hơi sốt ruột nhưng hàng k phụ lòng hóng,POS,4
áo khoác vải đẹp lắm ạ giao hàng nhanh cho 5,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt ông xã mình vừa mặc thử bộ thể thao này vừa vặn và đẹp lắm shop ah,POS,5
rất đáng tiền,POS,5
rất xinh,POS,5
shop đóng gói sp rất đẹp chuyên nghiệp,POS,5
chất dạ nhẹ mịn sờ siêu sướng,POS,5
đóng gói gọn chắc chắn,POS,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
hơi thất vọng,NEG,2
nhung chiê c ao babidon mau hồng bi 1 loi nho,NEU,3
áo mỏng nhìn thấy được bên trong chữ bị nhòe,NEG,2
đường chỉ bug ra về mất sữa lại đóng gói sản phẩm tạm được,NEG,2
shop tư vấn nhiệt tình áo chất đẹp,POS,4
tuyệt lắm lắm,POS,5
vải hơi mỏng tí thôi nhưng chất rất mát giá hạt dẻ,POS,4
áo không giống hình cân nhắc kĩ trước khi mua,NEG,1
sp chuẩn hình có điều vải hơi mỏng chút,POS,4
rất đáng tiền,POS,5
hàng đẹp ngoài mong đợi chủ shop hỗ trợ nhiệt tình,POS,5
giao đúng mẫu vải đẹp,POS,4
rất ưng ý,POS,5
đẹp và rẻ,POS,5
k ưng sản phẩm này lắm nhưng vs giá tiền vậy thì cũng chấp nhận đc tuy nhiên k dùng nhiều đc,NEU,3
sp ok mới đẹp nói chung rất ưng và đáng tiền,POS,5
from rộng đẹp,POS,5
phục vụ rất tận tình,POS,5
size m mà hơi bị chật rồi shop,NEU,3
ao gianh cho be hoi to cho me va ba thi ok đóng gói sản phẩm rất đẹp và chắc chắn,POS,4
chất lượng sản phẩm tuyệt vời mình rất hài lòng,POS,5
chất lượng sản phẩm tuyệt vời giống mẫu vải mỏng,POS,5
khá ưng,POS,5
chất lượng sản phẩm tạm được đóng gói sản phẩm tạm được,POS,4
giao hàng tiết kiệm mà gửi sáng chiều đã đến nơi rồi tớ mua hàng hay hỏi nhiều mà bạn chủ vẫn trả lời nhiệt tình nên thích mua ở đây lắm nè áo còn mặc được hai mặt cơ hihi,POS,5
k đúng như hình áo cũ kỹ dơ chưa mặc lấn náo ma lông thì xù xì,NEG,1
áo đẹp lắm luôn ôm dáng nữa mọi người nên mua ak,POS,5
rất đáng tiền thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời,POS,5
balo xinh chắc chắn,POS,5
chất khá,POS,4
rất là ưng nha,POS,5
hàng đẹp,POS,4
bọc hàng cẩn thận,NEU,3
sản phẩm đẹp giống trong hình nhân viên nhiệt tình ủng hộ shop,POS,5
áo hơi nhỏ k rộng như hình,NEG,2
nói chung là giá và chất lượng hợp lý,POS,4
cảm ơn shop nhiều,POS,5
chất liệu rất nóng,NEG,2
hoa thêu rời rạc áo được 57 kg mặc vẫn vừa so với giá là ổn,NEU,3
mk nhận đk hàng rồi đẹp lắm cảm ơn shop nhé,POS,5
hang thi tam ok nhung day deo bi do,POS,4
áo có vài vệt dơ nhỏ,NEG,2
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn giao hàng rất nhanh chủ shop tư vấn tận tìh dễ thương,POS,4
quá ưng nha shop,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn nắp nhôm chắc chắn ko hề bị rơi vãi mua lần 2 hài lòng,POS,5
rẻ đẹp ạ,POS,5
sản phẩm giống như đã bị mở ra sử dụng vì son tràn ra miệng vỏ nhưng tạm chấp nhận vì chất son ổn,POS,5
sách được bọc rất đẹp,POS,4
hàng đẹp mỗi tội không có kim bơm,POS,4
thời gian giao hàng nâu sản phẩm tạm đc nói chung k ưng cho lắm,NEU,3
có điều bao bì bị rách,NEU,3
shop rất dễ thương nha vải mịn mà mát cực,POS,5
keo dùng tốt chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh,POS,5
thích lắm,POS,5
vừa rẻ vừa đẹp,POS,5
k giog hinh,NEG,1
cơ mà em 65 kg 1 m6 mà size l quá ôm cơ thể,NEU,3
lâ n thư 2 mua ha ng cu a shop râ t ha i lo ng se u ng hô shop lâu da i,POS,5
lót to dày,NEU,3
ko hai long lăm,NEG,2
hàng rẽ đẹp đáng đồng tiền,POS,5
vừa ống nhưng ko vừa lưng,NEU,3
giao hang nhanh sp ok,POS,4
thanks shop,POS,4
áo giống ảnh nón rộng nhưng nhiều đường chỉ chưa cắt,NEG,2
thời gian giao hàng rất nhanh,POS,4
chất lượng sản phẩm tuyệt vời săn đc 2 balo deal 9 k mà đẹp quá trời cảm ơn shop,POS,5
chat luong vai tam duoc shop ko phan biet duoc quan dai va quan lung,NEU,3
quạt dễ thương lắm đẹp,POS,4
mua 2 miếng dán mà 1 miếng bị nứt ngay cạnh gốc,NEG,1
bé rất thích,POS,5
rất hài lòng về chất lượng sản phẩm cũng như thời gian giao hàng 5 sao cho shop ạ,POS,5
đáng tiền,POS,4
giống hàng nhái vậy,NEG,2
hang bi loi quan bi rach,NEG,1
khá thất vọng về màu của sp,NEG,2
rât tốt,POS,5
sp đẹp giao hàng hơi chậm,POS,4
chất lượng sản phẩm tuyệt vời đáng mua đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh đáng mua,POS,5
các bạn k nên mua nhea,NEG,2
rất mong nhận được hàng cho con nhưng khi nhận hàng thì cảm thấy thất vọng,NEG,1
trên ảnh là váy xẻ hai bên,NEG,2
shop giao hàng siêu nhanh,POS,4
chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn,POS,4
quần đẹp giá rẻ,POS,5
áo đẹp,POS,4
chất lượng sản phẩm tuyệt vời,POS,5
len hơi dão,NEU,3
đã nhận đc đồ,POS,4
mua sale <num> k giống hệt gói <num> k mình mua ở tuticare,POS,4
đóng gói sản phẩm đẹp,POS,4
đăng hình sao thì hàng ở ngoài giống y như vậy mình thích cách buôn bán như vậy váy rất đẹp nha mọi người lớp lưới dày dặn chắc chắn bông thêu rõ nét đẹp độ dài phủ xuống hết bắp chuối chân luôn phom váy rũ mặc rất đẹp rất hài lòng với mẫu váy này rất đáng để mua,POS,5
shop phục vụ nhiệt tình,POS,4
giao sai hàng,NEG,2
chất lượng sản phẩm tuyệt vời vải ổn kiểu đẹp form nhỏ _ eo 65 cm 50 kg mặc đẹp giống hình 90,POS,5
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh rất đáng tiền các nên ủng hộ và mua hàng ở shop này,POS,5
shop phục vụ rất tốt,POS,4
hàng chính hãng giá quá tốt,POS,4
sẽ ủng hộ chị tiếp nha,POS,5
rất đáng tiền giao hàng hơi chậm,POS,4
mùi gỗ hơ kì nhưng khá dễ chịu,NEU,3
áo ok giống hình,POS,4
vải đẹp shop đã phục vụ rất tốt,POS,4
trên mác size 34 nhưng size thực là 36 nên bị rộng rồi,NEU,3
giày đẹp lắm ạ em đang đặt thêm 1 đơn nữa đấy shop,POS,5
hinh,NEU,3
hàng đóng gói gọn gàng sạch đẹp giao hàng đúng hạn vải ok ạh mua 1 mà còn đc tặg thêm món quà quá ư là cute phô mai que ns chug là ổn ạh,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn,POS,4
mình có m5 nên mặc sz m hơi rộng xíu,NEU,3
quần chất ok giá hợp lý,POS,5
giao sai màu,NEG,2
mặc rất thoải mái,POS,5
nhưng mình rất hài lòng nha,POS,5
đóng gói cẩn thận nè lúc trước mua 1 chai nhưng date của <num> check mã vạch hàng chính yên tâm dùng,POS,5
áo ưng lắm nạ shop nhiệt tình nữa nà ncl thích lắm í ạ,POS,5
chất lượng xấu,NEG,2
tôn dáng,POS,5
ví như hình nha,POS,4
tiền nào của ý thôi,NEU,3
mình mặc bị rộng shop nhiệt tình tặng thêm móc khóa giao hàng nhanh nữa,POS,4
minh đặt quần ngắn mà giao quần dài,NEG,2
vải mềm mặt lên rất xứng,POS,4
chất lượng cũng ok nhg dây kéo nhìn hơi mỏng manh,POS,4
chất lượng sản phẩm kém,NEG,1
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh rất đáng tiền mình toàn dùng pampers,POS,5
mình 60 kg size xl rộng size l thì vừa vặn hơn,POS,4
mua hàng còn đk tặng quà nữa,NEU,3
cảm ở vì quà của shop,POS,4
quần đẹp ạ,POS,4
chất lượng sản phẩm tuyệt vời đóng gói chưa cẩn thận lắm nhưng cũng ok bao màu cam dạ quang hơi sáng ngời đang test hàng nhưng cho 5 sao,POS,5
áo màu như hình đặt ngày trước ngày sau giao tới nơi rồi này,POS,4
ngon lắm luôn date dài đóng gói lại cẩn thận nữa chả nói chung 100 sao,POS,5
form chuẩn lắm lun rất đáng tiền,POS,5
đã vậy còn ko cho trả đổi,NEU,3
đóng gói sản phẩm chắc chắn áo hơi mỏng,POS,4
quần đẹp lắm,POS,5
shop phục vụ rất kém,NEG,1
shop phục vụ rất tốt rep nhanh tư vấn cực kì chu đáo,POS,5
rất đáng tiền,POS,5
chiều cao mình đo chỉ được 71 cm,NEU,3
hàng rất đẹp,POS,4
nhỏ hơn 1 size nhưng hàng đẹp,NEU,3
đóng gói tạm được chất lượng sản phẩm tuyệt vời,POS,5
hjx nhìn đồ thì thik lắm nhưng chỉ mặc vừa áo thôi ạ quần thì k vừa,NEG,2
shop phục vụ tốt,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn se ung hộ sop dai dai,POS,5
chất kaki nên giặt sẽ ra màu,NEU,3
quần rộng rãi vải đẹp rất hợp với giá tiền,POS,5
giao hàng nhanh nhưng giao lộn màu cho mình nhưng không sao,NEU,3
đóng gói sản phẩm tạm được thời gian giao hàng nhanh,POS,4
giao hơi chậm nhưng chất lượng oki,POS,4
giày đẹp,POS,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn có điều các bn nữ ốm quá cũng ko nên mua vì from nó rộng lắm với áo bị rách một lỗ nhỏ,NEU,3
nhưng k giống màu mình đặt,NEU,3
nhưng nếu được đổi cách gói hàng khác thay cho bọc ni lông thì còn tốt hơn,POS,4
do k nhồi căng các góc,NEU,3
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh shop phục vụ rất tốt nhưng màn bị váng,POS,4
áo này có tấm lót mỏng và phẳng lì mặc vô nhìn như mặc áo thể thao á nhưng chất ren rất mịn đẹp,POS,4
chất lượng ok,POS,4
va lại gửi sai mẩu na,NEG,1
thời gian giao hàng tuy hơi lâu nhưng không quan trọng,NEU,3
đóng gói sản phẩm rất đẹp và chắc chắn nhưng lần sau shop cho 1 c bịch chứ bóc ra rồi ko có bịch đựng đồ sẽ ủng hộ shop lần sau típ thks shop nhiều,POS,4
chat vai tạm duoc,NEU,3
giao hàng cũ xước tùm lum mà còn kêu hàng mới gửi ảnh qua còn kêu ko có căn cứ,NEG,1
đèn cũng hỏng pin thì thiết kế ngược,NEG,2
sẽ ủng hộ shop,POS,4
áo may như vậy ai dám mặc làm ăn uy tín chúc shop măck đc kg tui tặng cho uổng tiền mua,NEG,1
đóng gói sản phẩm rất đẹp và chắc chắn chất lượng,POS,4
áo đẹp nhưng mỏng quá,POS,4
đề là cao cấp mà chất lượng thật ko gia gì,NEG,2
chất vải thích,POS,4
nhìn k được ưng ý,NEG,2
chất lượng dơ quần lem màu,NEG,1
dáng áo k giống hình,NEG,2
rẻ,POS,4
giày khá rộng và to,NEU,3
viền áo ko may gấp lên mà chỉ vắt sô cả tay và thân,NEG,2
nhỏ và mỏng quá,NEG,2
sản phẩm giống hình thời gian giao hàng rất nhanh,POS,4
phần túi bên trong áo may hơi lỗi xíu tổng thể sp ok thời gian chuẩn bị hàng và giao hàng nhanh,NEU,3
hàng đẹp như hình shop phục vụ tận tình,POS,5
cảm ơn shop,POS,4
đóng gói sản phẩm tạm được shop phục vụ khá tốt chất lượng sản phẩm tạm được,POS,4
đợi 1 tháng xem kết quả rồi đánh giá lại,POS,4
không đáng tiền,NEG,1
dung mau khach yeu cau ok,NEU,3
nói chung chất lượng phù hợp với giá tiền,POS,4
được shop giao hàng mới date tới 2 <num> rất hài lòng,POS,5
ai mặc size m thì phải mua size l,NEU,3
chất lượng kém mình vẫn nhận hàng và kh trả,NEG,1
chất ổn,POS,4
chất lượng sản phẩm tạm được vải dày kg mịn lắm quá rộng với người 46 kg tốn mớ tiền bóp lại áo hơi buồn,NEG,2
giày đẹp đóng gói tốt,POS,5
uy tín theo đơn hàng giao hàng nhanh,POS,4
rất tuyệt vời chất lượng sản phẩm tuyệt vời,POS,5
shop phục vụ rất tốt,POS,5
áo bị rách 1 ít ở tay thời gian giao hàng nhanh,NEU,3
tiền,NEU,3
chat luong sp tot nhung moi toi la 2 c cung mot size nen hoi buon,POS,4
rất không đáng tiền,NEG,1
mui thom de chi u,POS,4
giày rất đẹp rất giống ảnh cảm ơn shop,NEU,3
đặt số 5 giao số 1,NEG,2
phân vân màu mãi cuối cùng chọn đen,POS,4
quá thất vọng,NEG,1
nơ đằng sau hơi nặng nên bị kéo xuống chất lượng phù hợp vs giá tiền,POS,4
bị thiếu 1 giỏ đựng quần áo,NEG,1
chất lượng sản phẩm tuyệt vời să n phâ m co n đe p hơn hi nh nư a,POS,5
thích đấy,POS,4
chất lượng sp tốt,POS,4
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh,POS,5
muốn đánh giá 10 sao mà shopee cho có 5 sao đồ đẹp mà giá tốt,POS,5
dáng áo không đẹp bằng áo sọc lần trước mình mua,NEU,3
sản phẩm cũng đc,NEU,3
giao hàng nhanh chất lượng sp rất đẹp vải ko nhăn mát ko quá mỏng nói chung rất rất hài lòng,POS,5
vải dày dặn hơn mong đợi,NEU,3
lần đầu nhận được hóa đơn gtgt trên shoppe dù đã mua nhiều tại các gian hàng chính hãng,NEG,2
giao hàng nhanh,POS,4
size xl mà nhỏ wa,NEU,3
chất vải đẹp mát hợp túi tiền,POS,5
giày đẹp hơn sự mong đợi,POS,5
shop phục vụ rất tốt,POS,5
chất lượng sản phẩm tuyệt vời,POS,5
áo cực kì đúng ý đẹp vải ok,POS,5
quần nhận ko giống hình là quần tất hở bàn ko phải tất cả bàn chaab,NEG,1
chất lượng sản phẩm tuyệt vời đóng gói chắc chắn giao hàng nhanh âm thanh nghe rất rõ,POS,5
ok ẹp,NEU,3
đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền rất đáng tiền thời gian giao hàng rất nhanh,POS,5
chất lượng móng bt so với giá tiền,NEU,3
nhưng mua mặc đỡ trong tháng ở cữ nên cũng ok,POS,4
chất lượng sản phẩm tuyệt vời,POS,5
mặc vừa vặn,POS,4
dễ bị xù,NEU,3
sẽ tiếp tục ủng hộ shop,POS,5
size xl 73 kg mặc hơi chật,NEG,2
chất lượng sản phẩm ok,POS,4
k cho túi nưa,NEU,3
ngon lắm ạ sẽ mua hổn hộ shop tiếp,POS,5
chọn nhầm size trước giờ mua hàng chợ toàn mua size m,NEU,3
hoa văn xinh va i luôn ca m gia c ko gia ti na o,POS,5
rất hài lòng với cách làm việc của shop,NEU,3
chất lượng sản phẩm tuyệt vời,POS,5
hình trông nhiều mà đặt về trông hơi ít,NEU,3
vải mềm thích lắm shop ạ sp rất đẹp k chê vào đâu đc á,POS,5
sản phẩm có nhiều vết xước nói chung là cũng ổn,NEU,3
thời gian giao hàng nhanh,NEU,3
thời gian giao hàng rất nhanh rất đáng tiền rất ưng vải áo,POS,5
giá cả chấp nhận được,NEU,3
đặt 4 su đúc và 2 cotton nhưng giao hàng lại cả 6 su đúc hơi k hài lòng,NEG,2
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh,POS,5
shop phục vụ rất tốt chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh rất đáng tiền,POS,5
áo đẹp cực nhé vải dày nhưng mình nghĩ xl thì nên các bạn dưới 65 kg mặc là hợp nhé tại mình 65 kg mà mặc vừa khít nên 70 80 kg giống shop ghi chắc là k vừa đâu ạ,POS,5
hơi khác so với mình nghĩ nhưng khá ok,NEU,3
hàng đẹp chỉ có giao hàng quá lâu thôi,POS,4
hàng rất đẹp luôn nha chất lượng sản phẩm tuyệt vời,POS,5
chưa kể cải bị rách,NEG,2
đáng mua d,POS,5
đẹp lắm,POS,5
giao k đúng màu mình chọn nhưng chất đẹp nên mình k yêu cầu đổi lại nữa,NEU,3
